complaint_id,title,description,department,priority,severity_score,fraud_score,is_duplicate,latitude,longitude,status,created_at
C02433,Pipeline burst,Pipeline burst. Would worry available under face sometimes choose information today various light share still.,Water Supply,Medium,31,68,False,17.31464592,78.53378026,Pending,2026-05-24 08:52:51
C02434,Park maintenance issue,Park maintenance issue. Threat him since father instead grow wonder friend off deep rate provide animal.,Parks,High,64,73,False,17.44649221,78.4253548,Resolved,2025-11-05 08:52:51
C02435,Sewage overflow,Sewage overflow. Heart training player benefit floor source other home success sister collection.,Drainage,High,79,24,False,17.33347616,78.34647794,Resolved,2026-04-24 08:52:51
C02436,No water supply,No water supply. Politics factor finally idea able century ability while heavy you ball win skin figure operation suddenly.,Water Supply,High,84,16,False,17.33847394,78.3640554,Closed,2026-04-16 08:52:51
C02437,Sewage overflow,Sewage overflow. Difference figure bank data itself talk modern look only.,Drainage,Medium,48,73,True,17.44879766,78.47664553,In Progress,2025-07-04 08:52:51
C02438,Garbage not collected,Garbage not collected. Bad floor like cost bad company type since night section arm speak hotel technology.,Sanitation,Critical,81,87,False,17.28458132,78.34866395,Pending,2026-03-07 08:52:51
C02439,Garbage not collected,Garbage not collected. Born box reveal other doctor all hand thousand nature.,Sanitation,Critical,87,35,False,17.42059984,78.57239179,Assigned,2026-04-12 08:52:51
C02440,Trash accumulation,Trash accumulation. Each turn game down president option right drive southern drop show explain.,Sanitation,High,57,36,False,17.37832954,78.41847394,Pending,2026-02-18 08:52:51
C02441,Abandoned vehicle,Abandoned vehicle. Charge particularly must beat claim other middle.,Public Safety,Low,20,98,False,17.39604271,78.36858406,Assigned,2025-09-08 08:52:51
C02442,Park maintenance issue,Park maintenance issue. Stuff risk all fact always study civil name true rather.,Parks,Critical,99,97,False,17.36998261,78.60678463,Pending,2025-06-25 08:52:51
C02443,Damaged playground,Damaged playground. Financial side order after the good they present manager weight think option hair free.,Parks,Low,5,37,False,17.52125993,78.38633532,In Progress,2025-11-16 08:52:51
C02444,Traffic signal failure,Traffic signal failure. Glass cut research agree imagine much hold treat each special standard own room wife million.,Traffic,High,81,1,True,17.39715204,78.45099464,Resolved,2026-04-11 08:52:51
C02445,Traffic signal failure,Traffic signal failure. Animal community employee special half everything individual property able risk article environment there cold glass bring.,Traffic,High,66,52,False,17.45455932,78.58182634,Assigned,2026-03-27 08:52:51
C02446,Abandoned vehicle,Abandoned vehicle. Morning source this through theory blood put.,Public Safety,Medium,37,39,True,17.31848313,78.48205406,Resolved,2025-12-27 08:52:51
C02447,Traffic signal failure,Traffic signal failure. Happy particular cold could so discover baby foreign.,Traffic,High,71,76,False,17.47945577,78.60401066,Closed,2026-02-02 08:52:51
C02448,Abandoned vehicle,Abandoned vehicle. At sound rise dark happy avoid watch issue such wish my project candidate enjoy item.,Public Safety,Medium,34,99,False,17.36101257,78.41384978,Assigned,2025-12-31 08:52:51
C02449,Traffic signal failure,Traffic signal failure. Front similar teacher start affect shake result.,Traffic,High,74,66,False,17.35039288,78.44934498,Assigned,2025-12-30 08:52:51
C02450,Drain blockage,Drain blockage. Street interest sell member fast color you growth big.,Drainage,High,95,63,False,17.33012621,78.62467365,Assigned,2025-12-07 08:52:51
C02451,Sewage overflow,Sewage overflow. Right model record wait western mouth run door sing what.,Drainage,High,54,96,False,17.36431203,78.55919939,Resolved,2025-11-16 08:52:51
C02452,Overflowing waste bins,Overflowing waste bins. Night piece room family available different unit value cup ball although simply sport.,Sanitation,Low,4,52,False,17.26570286,78.51339793,Resolved,2025-08-23 08:52:51
C02453,Garbage not collected,Garbage not collected. Agree anything or time exactly how marriage benefit lead leg may serve price.,Sanitation,Medium,39,59,False,17.30826944,78.42388706,Assigned,2026-04-27 08:52:51
C02454,Overflowing waste bins,Overflowing waste bins. Talk relate collection sense song board style performance trade help and machine each.,Sanitation,Low,9,90,False,17.43359903,78.49226439,Closed,2026-06-01 08:52:51
C02455,Park maintenance issue,Park maintenance issue. Box itself organization many beautiful poor cut investment lot.,Parks,High,69,7,False,17.41559272,78.42503442,Assigned,2025-06-30 08:52:51
C02456,Traffic signal failure,Traffic signal failure. Check big month piece factor discussion attorney charge.,Traffic,Medium,35,82,False,17.38334946,78.57650308,Closed,2025-08-11 08:52:51
C02457,Traffic congestion,Traffic congestion. Light best now significant nothing million stage east place yeah.,Traffic,Medium,39,61,False,17.26665849,78.58441709,Pending,2025-08-05 08:52:51
C02458,Damaged playground,Damaged playground. Cultural ever whose director because wind including crime five authority even surface.,Parks,High,70,81,False,17.34007228,78.62731219,Pending,2025-09-17 08:52:51
C02459,Drain blockage,Drain blockage. Cup movement take similar kid out as away test nice.,Drainage,Low,14,80,False,17.46860372,78.37467777,In Progress,2025-06-21 08:52:51
C02460,Garbage not collected,Garbage not collected. Almost support level board local true value during.,Sanitation,High,78,28,False,17.39162694,78.62798197,Pending,2025-10-13 08:52:51
C02461,Power outage,Power outage. Throw heavy level hour author whatever argue point should herself stuff.,Electrical,High,74,82,False,17.41979092,78.4595121,Closed,2026-01-04 08:52:51
C02462,Traffic congestion,Traffic congestion. Very test consumer large chance stay agreement during season safe agreement necessary.,Traffic,High,57,90,False,17.30558162,78.43392165,In Progress,2026-02-20 08:52:51
C02463,Damaged pavement,Damaged pavement. Member team six cultural dream nothing since ball kind even learn above detail response few note.,Roads,High,58,26,False,17.47542399,78.54170963,Pending,2025-12-19 08:52:51
C02464,Illegal parking,Illegal parking. Two nearly foreign lawyer learn scene another sport plant require several card management sense.,Traffic,Low,7,75,False,17.40762397,78.61643745,Pending,2025-06-16 08:52:51
C02465,Damaged pavement,Damaged pavement. Perform whether in concern sea there simple down number.,Roads,Medium,38,19,False,17.41741228,78.59223835,Assigned,2025-09-23 08:52:51
C02466,Damaged pavement,Damaged pavement. Daughter staff game half under minute sense rather fund movie still mention.,Roads,Medium,48,54,False,17.36125067,78.43804368,Assigned,2025-12-30 08:52:51
C02467,Traffic congestion,Traffic congestion. Score generation assume attorney necessary very catch past mission culture local standard exist language year quality.,Traffic,High,52,77,False,17.3108933,78.57433616,Closed,2025-10-01 08:52:51
C02468,Abandoned vehicle,Abandoned vehicle. Hand they forward notice them increase research wide enjoy particularly officer.,Public Safety,High,56,23,False,17.32962298,78.49064722,In Progress,2025-06-06 08:52:51
C02469,Public nuisance,Public nuisance. Role beat many head although total education message which ball charge.,Public Safety,Medium,37,75,False,17.43154957,78.57922201,Closed,2026-01-29 08:52:51
C02470,Trash accumulation,Trash accumulation. Exactly property mission piece try reveal college instead eye in speak involve it us page.,Sanitation,High,71,35,False,17.39317178,78.47711433,Assigned,2025-06-12 08:52:51
C02471,Water leakage,Water leakage. Media alone just tell TV indeed plan generation training vote radio provide animal.,Water Supply,High,52,35,True,17.27665497,78.59705573,Assigned,2025-06-21 08:52:51
C02472,Traffic signal failure,Traffic signal failure. Market go memory style hold year large.,Traffic,Critical,98,39,False,17.34773602,78.39231245,Closed,2026-04-08 08:52:51
C02473,Loose electric wire,Loose electric wire. Song particular just fact girl water seat into news necessary father smile later.,Electrical,Medium,30,17,False,17.43357141,78.52572292,In Progress,2025-06-09 08:52:51
C02474,Unsafe area,Unsafe area. Actually business camera best no information parent tree culture edge.,Public Safety,Critical,93,29,False,17.39160305,78.36449232,Closed,2026-04-25 08:52:51
C02475,Overflowing waste bins,Overflowing waste bins. That choice pattern upon eat ten physical item exist ball arrive.,Sanitation,High,75,77,False,17.44989226,78.50946857,In Progress,2026-03-26 08:52:51
C02476,Damaged pavement,Damaged pavement. Begin personal suffer article most happy them.,Roads,Medium,48,24,False,17.25032992,78.49908411,Closed,2025-07-16 08:52:51
C02477,Traffic signal failure,Traffic signal failure. Performance much resource whole game still understand computer place wrong huge power former.,Traffic,High,65,77,False,17.31019269,78.54073938,In Progress,2026-03-26 08:52:51
C02478,No water supply,No water supply. Begin quality prepare rest before determine others enter two.,Water Supply,Low,20,39,False,17.26091794,78.55991317,In Progress,2025-08-22 08:52:51
C02479,Illegal parking,Illegal parking. One offer save lead you decide word late.,Traffic,Low,13,42,False,17.40580374,78.41579875,Pending,2025-07-01 08:52:51
C02480,Waterlogging,Waterlogging. Per add summer sister it consumer evening newspaper.,Drainage,High,73,64,False,17.48698476,78.48213978,Resolved,2026-02-03 08:52:51
C02481,Waterlogging,Waterlogging. West common member last century mission less produce street.,Drainage,Critical,84,98,False,17.38310682,78.43676593,Pending,2026-01-02 08:52:51
C02482,Broken bench,Broken bench. Senior exist start kind themselves both almost reason step tend brother day sport accept social.,Parks,High,66,84,False,17.34111513,78.36054763,Closed,2025-07-23 08:52:51
C02483,Broken bench,Broken bench. Manage answer must free strong probably wrong.,Parks,Medium,33,61,False,17.28197849,78.48836873,Closed,2026-01-27 08:52:51
C02484,Trash accumulation,Trash accumulation. Full once room strong director firm fill science up hear experience bar.,Sanitation,High,58,31,False,17.44866024,78.62313987,Assigned,2025-07-12 08:52:51
C02485,Pipeline burst,Pipeline burst. Provide together family water sister feeling green bar born put.,Water Supply,Low,19,67,False,17.5129573,78.54034243,Pending,2025-07-15 08:52:51
C02486,Damaged playground,Damaged playground. Pattern structure research want put such sit until professional style lay direction avoid despite.,Parks,Low,1,97,False,17.35291223,78.40470343,Pending,2026-05-14 08:52:51
C02487,Abandoned vehicle,Abandoned vehicle. Science throw election forget media off health subject information admit college then too hit history close.,Public Safety,Medium,43,97,False,17.33405248,78.49874318,In Progress,2025-11-10 08:52:51
C02488,Pothole on road,Pothole on road. Almost nearly different hand money six author four person activity possible air whatever buy drug their.,Roads,Low,24,0,False,17.37666379,78.57021299,In Progress,2026-05-13 08:52:51
C02489,Unsafe area,Unsafe area. Go free who fly worry sense bill old couple tough role dark various citizen.,Public Safety,High,73,53,False,17.3088956,78.5242624,Closed,2025-07-15 08:52:51
C02490,Road crack,Road crack. Full public important street name line dinner discover foreign protect most author.,Roads,High,72,99,False,17.40159534,78.34371304,Assigned,2026-05-10 08:52:51
C02491,Overflowing waste bins,Overflowing waste bins. Land out democratic tonight break house ready its audience.,Sanitation,Medium,30,100,False,17.37736624,78.56241449,Assigned,2025-08-07 08:52:51
C02492,Unsafe area,Unsafe area. Many enjoy number section share though nearly way.,Public Safety,Low,13,20,False,17.5099006,78.55376093,Resolved,2025-07-26 08:52:51
C02493,Damaged playground,Damaged playground. Stuff show as investment style approach debate hold current.,Parks,Medium,47,33,False,17.29943004,78.40019249,In Progress,2026-06-02 08:52:51
C02494,Traffic signal failure,Traffic signal failure. Lead early skill next determine base strategy worker piece these sort research see list.,Traffic,High,90,63,False,17.26890329,78.44445213,Resolved,2025-08-08 08:52:51
C02495,Traffic signal failure,Traffic signal failure. Star do might cultural theory cut order risk reduce.,Traffic,High,58,69,False,17.34555509,78.51788371,Pending,2025-07-06 08:52:51
C02496,Street light not working,Street light not working. Appear conference simple stuff wife occur leave people yourself room half one decide instead.,Electrical,High,55,54,False,17.45638829,78.6283636,Closed,2025-10-17 08:52:51
C02497,Trash accumulation,Trash accumulation. Degree increase about their personal scene service direction nothing computer.,Sanitation,High,64,10,False,17.26369362,78.56602815,Pending,2026-04-02 08:52:51
C02498,Abandoned vehicle,Abandoned vehicle. Upon attack after sit reduce support open color apply boy ground nature cultural open responsibility.,Public Safety,Critical,89,84,False,17.25387021,78.54276816,Assigned,2025-06-07 08:52:51
C02499,Loose electric wire,Loose electric wire. Specific participant either energy respond continue check half oil sit future owner fish line.,Electrical,High,76,13,False,17.4136659,78.52826448,Resolved,2026-02-12 08:52:51
C02500,Damaged pavement,Damaged pavement. Involve bit bad court suffer treat view bar without ball scientist people arm middle assume.,Roads,Low,24,15,False,17.27908239,78.52980235,Closed,2026-02-25 08:52:51
C02501,Power outage,Power outage. Fine include person recent human test only.,Electrical,Low,8,29,False,17.37927102,78.60002528,Assigned,2025-07-24 08:52:51
C02502,Damaged pavement,Damaged pavement. Water career establish strong old book only contain pull.,Roads,Medium,29,76,False,17.33199444,78.5537729,Assigned,2025-08-08 08:52:51
C02503,Water leakage,Water leakage. Smile born notice condition try leg right model very.,Water Supply,Low,16,83,True,17.30214416,78.52174487,Closed,2025-08-09 08:52:51
C02504,Illegal parking,Illegal parking. Stand resource trouble among quickly example use final.,Traffic,High,79,50,True,17.52261679,78.63502365,Pending,2025-12-25 08:52:51
C02505,Drain blockage,Drain blockage. Attention financial protect tax mission he stuff really central practice.,Drainage,Low,22,32,False,17.37044693,78.48432096,Closed,2025-12-14 08:52:51
C02506,Damaged pavement,Damaged pavement. Interview soldier cup condition start appear I political simple to.,Roads,Medium,39,16,False,17.31871591,78.47637016,Resolved,2025-09-26 08:52:51
C02507,Traffic congestion,Traffic congestion. Give history what something focus bar ready record court you decade top low interesting former.,Traffic,Medium,37,99,False,17.43345464,78.54568526,Pending,2026-01-19 08:52:51
C02508,Loose electric wire,Loose electric wire. Industry Mr smile student art ago officer.,Electrical,Medium,42,92,False,17.25089971,78.4326274,In Progress,2026-01-07 08:52:51
C02509,Waterlogging,Waterlogging. Consumer democratic in power third always boy live color side.,Drainage,High,95,47,False,17.27885377,78.50331939,Assigned,2026-04-13 08:52:51
C02510,Unsafe area,Unsafe area. Research available pay member significant brother soldier stop speak avoid house attention.,Public Safety,Low,7,60,False,17.42918162,78.42866358,Closed,2025-07-17 08:52:51
C02511,Trash accumulation,Trash accumulation. Require interview bar economy rise someone player lead main stop information outside past top.,Sanitation,Low,23,7,False,17.28709778,78.55678836,In Progress,2026-01-19 08:52:51
C02512,Pothole on road,Pothole on road. Him cover third police tell personal them.,Roads,Critical,86,92,False,17.3750949,78.36338509,Resolved,2025-06-14 08:52:51
C02513,Pothole on road,Pothole on road. Professor voice guy about affect study seven each rather plant ground.,Roads,Low,2,93,False,17.36065423,78.55067383,Assigned,2025-07-15 08:52:51
C02514,Water leakage,Water leakage. Some court yourself parent democratic pretty throw push treat talk play.,Water Supply,Medium,28,17,False,17.24085241,78.418609,In Progress,2025-08-06 08:52:51
C02515,Pipeline burst,Pipeline burst. President operation prevent class the president say trouble exist good soldier former.,Water Supply,Medium,33,32,False,17.26432266,78.4314142,Resolved,2026-04-05 08:52:51
C02516,Drain blockage,Drain blockage. Lawyer sea several product respond allow much business easy ahead fall.,Drainage,Low,10,49,False,17.4632537,78.61166259,In Progress,2025-08-15 08:52:51
C02517,Road crack,Road crack. Collection speech sound whole close capital method.,Roads,Low,8,2,False,17.4518431,78.5977682,Closed,2025-11-17 08:52:51
C02518,Street light not working,Street light not working. Medical feeling paper education only career study own before change investment allow particularly safe happen program.,Electrical,High,54,9,False,17.41049825,78.33991125,In Progress,2025-07-27 08:52:51
C02519,Park maintenance issue,Park maintenance issue. Actually remember dinner my Republican offer effort management perform Republican.,Parks,Medium,35,30,False,17.2487307,78.50381124,Pending,2026-04-11 08:52:51
C02520,Illegal parking,Illegal parking. Information a material tend yes present senior subject partner local when back knowledge whose give face.,Traffic,Low,13,16,False,17.30168633,78.53907523,In Progress,2025-09-30 08:52:51
C02521,Trash accumulation,Trash accumulation. Fact interview kitchen yeah friend forward town north.,Sanitation,Medium,36,99,False,17.41030122,78.45249908,Closed,2025-11-04 08:52:51
C02522,Pothole on road,Pothole on road. Step certain total better capital news perform anyone store down tax source he six among.,Roads,High,73,97,False,17.34798402,78.47577004,Pending,2026-05-06 08:52:51
C02523,Loose electric wire,Loose electric wire. Behavior throughout make Mr apply of sing chair tough entire.,Electrical,Medium,36,93,True,17.2732625,78.59910905,Pending,2025-09-15 08:52:51
C02524,Unsafe area,Unsafe area. Far leader interest none commercial note military.,Public Safety,High,68,50,False,17.45109148,78.49309104,Resolved,2026-03-05 08:52:51
C02525,Garbage not collected,Garbage not collected. Choose forget force boy open area understand set upon artist eat quality if vote.,Sanitation,Medium,32,23,False,17.50367278,78.60887942,Resolved,2025-10-12 08:52:51
C02526,Traffic congestion,Traffic congestion. Brother benefit billion role campaign both site someone picture yes key never ask act color.,Traffic,Medium,40,58,False,17.48109853,78.50716965,Pending,2025-12-06 08:52:51
C02527,Pothole on road,Pothole on road. Decide half individual writer take suffer return.,Roads,Low,9,60,False,17.49827345,78.47056883,In Progress,2026-04-22 08:52:51
C02528,Park maintenance issue,Park maintenance issue. Show member smile thus throw live population no.,Parks,Low,12,18,False,17.39364735,78.43835653,Resolved,2026-01-02 08:52:51
C02529,Overflowing waste bins,Overflowing waste bins. Spend Republican rock past several record last so eat.,Sanitation,Low,23,27,False,17.37366847,78.5571172,Assigned,2026-02-19 08:52:51
C02530,Abandoned vehicle,Abandoned vehicle. Film imagine program traditional participant pass someone you environment size effect security star may live.,Public Safety,Critical,98,43,False,17.25604789,78.47185029,In Progress,2025-07-12 08:52:51
C02531,No water supply,No water supply. Reflect final professor I moment also size increase home student often white special eye.,Water Supply,High,81,5,False,17.32366107,78.49546761,Pending,2026-04-18 08:52:51
C02532,Damaged pavement,Damaged pavement. Maintain close avoid able radio future certain board article different nothing enter teach.,Roads,Low,5,99,False,17.36191557,78.50236639,Pending,2025-11-16 08:52:51
C02533,Garbage not collected,Garbage not collected. Very song prove each watch interest structure open responsibility true budget low.,Sanitation,High,54,47,False,17.3878623,78.34406461,Pending,2025-12-14 08:52:51
C02534,Illegal parking,Illegal parking. Beyond again have trade executive challenge at according operation.,Traffic,Medium,43,72,False,17.39602883,78.40139923,Closed,2026-05-08 08:52:51
C02535,Public nuisance,Public nuisance. What consider yet left total quite across receive join.,Public Safety,Low,13,56,False,17.46739624,78.40074923,Closed,2026-04-17 08:52:51
C02536,Park maintenance issue,Park maintenance issue. Key including range effort attack draw thus level let night.,Parks,Medium,42,47,False,17.48619292,78.50248181,Resolved,2025-10-18 08:52:51
C02537,Trash accumulation,Trash accumulation. Fear entire check training forget bad organization Mr eight sure leave degree might continue.,Sanitation,High,65,0,False,17.23878025,78.40591277,Closed,2026-02-09 08:52:51
C02538,Loose electric wire,Loose electric wire. Maybe bring never but degree billion parent.,Electrical,Medium,36,21,False,17.48306122,78.60647565,In Progress,2026-04-22 08:52:51
C02539,Unsafe area,Unsafe area. Me buy bill PM bar man sign.,Public Safety,High,66,43,False,17.43015571,78.59996943,Pending,2026-01-14 08:52:51
C02540,Damaged playground,Damaged playground. Back issue full do happy go American someone from country capital part poor thing.,Parks,High,51,43,False,17.32836409,78.5313434,Pending,2025-06-27 08:52:51
C02541,Sewage overflow,Sewage overflow. Down decision themselves speech both once partner.,Drainage,High,60,65,False,17.4899627,78.61730069,Closed,2026-05-04 08:52:51
C02542,Traffic congestion,Traffic congestion. Bill cut determine southern size else skill least half knowledge smile state short.,Traffic,High,58,13,False,17.29593851,78.5468607,Closed,2025-08-28 08:52:51
C02543,Water leakage,Water leakage. Drug hand good face perhaps good involve direction read cup cell fine participant get note.,Water Supply,High,79,98,False,17.48523333,78.40371056,Closed,2025-07-16 08:52:51
C02544,Waterlogging,Waterlogging. Stage despite little heart claim fish ago agree visit.,Drainage,Low,22,34,False,17.40175345,78.45982167,In Progress,2026-01-14 08:52:51
C02545,Public nuisance,Public nuisance. Center image second discuss fall try game whose message analysis be produce evening even in trip.,Public Safety,High,56,65,False,17.32629485,78.57676492,Resolved,2025-09-10 08:52:51
C02546,Trash accumulation,Trash accumulation. Especially tough charge however may suddenly son smile identify sell table someone.,Sanitation,Low,20,97,False,17.5035536,78.3707487,Assigned,2025-06-03 08:52:51
C02547,Broken bench,Broken bench. Each baby like experience doctor step media last state model water green light.,Parks,Low,1,7,False,17.28979074,78.37322301,Pending,2025-07-13 08:52:51
C02548,Broken bench,Broken bench. Foreign special evening policy near region image.,Parks,Low,18,3,False,17.23891391,78.5394874,Closed,2025-11-23 08:52:51
C02549,Sewage overflow,Sewage overflow. Available key pull campaign medical admit bar news day red instead give realize source concern.,Drainage,High,77,72,False,17.35577209,78.60278766,Assigned,2026-04-28 08:52:51
C02550,Trash accumulation,Trash accumulation. Minute write bill training anyone these certain.,Sanitation,High,64,76,False,17.50632124,78.4333118,Assigned,2025-06-05 08:52:51
C02551,Road crack,Road crack. Paper loss back beyond level tree pull machine somebody bill class.,Roads,High,79,42,False,17.42697881,78.6134682,In Progress,2025-11-08 08:52:51
C02552,Sewage overflow,Sewage overflow. Already decade this health everybody leg ago board no put form require.,Drainage,Medium,35,9,False,17.30810734,78.54336172,In Progress,2026-05-19 08:52:51
C02553,Pipeline burst,Pipeline burst. Involve without result dark hold television perhaps pressure at thus for nature relate explain.,Water Supply,High,76,2,False,17.29387127,78.42105586,Pending,2025-10-23 08:52:51
C02554,Damaged playground,Damaged playground. Strategy answer next tend huge pretty tend class style.,Parks,Medium,46,64,False,17.52469315,78.41829745,In Progress,2026-02-27 08:52:51
C02555,Overflowing waste bins,Overflowing waste bins. Keep nation say entire perform camera sister family tough down consider movement thought moment benefit.,Sanitation,High,54,31,False,17.40080122,78.37236188,Resolved,2026-05-06 08:52:51
C02556,Damaged pavement,Damaged pavement. Still they a with north you thought modern choice call expect.,Roads,High,71,41,False,17.51178771,78.45666289,In Progress,2026-04-10 08:52:51
C02557,Public nuisance,Public nuisance. Kind reflect democratic woman vote indeed father organization term.,Public Safety,High,52,87,False,17.3425102,78.61645921,In Progress,2025-12-19 08:52:51
C02558,Trash accumulation,Trash accumulation. Country even respond interview parent member debate nor kitchen event risk air by.,Sanitation,High,59,4,False,17.40029296,78.51398689,In Progress,2025-09-03 08:52:51
C02559,Broken bench,Broken bench. And clearly learn reflect marriage produce degree word knowledge recent population prove.,Parks,Medium,29,46,False,17.27435621,78.63589772,In Progress,2026-03-19 08:52:51
C02560,Traffic signal failure,Traffic signal failure. Opportunity consumer where pass sing somebody thus table degree help again live space weight.,Traffic,Medium,28,35,True,17.33953555,78.60573083,Closed,2026-05-14 08:52:51
C02561,Sewage overflow,Sewage overflow. Personal leg building plan movement break behavior adult explain manager everyone.,Drainage,High,89,79,False,17.30459796,78.4007053,Closed,2026-01-01 08:52:51
C02562,Broken bench,Broken bench. Few beat culture computer rather prevent name audience minute top PM book next under.,Parks,Low,14,18,False,17.29841493,78.36048632,Assigned,2026-02-19 08:52:51
C02563,Traffic congestion,Traffic congestion. Listen treat another follow important company at out cell.,Traffic,High,74,79,False,17.24573012,78.44261605,Assigned,2026-01-27 08:52:51
C02564,Garbage not collected,Garbage not collected. Feeling design store season onto eat if today summer believe area product if now because protect.,Sanitation,High,70,58,False,17.35231946,78.53914057,Pending,2025-11-03 08:52:51
C02565,Overflowing waste bins,Overflowing waste bins. Move step green always generation onto American yet.,Sanitation,High,79,3,False,17.51457526,78.58826176,Pending,2026-05-29 08:52:51
C02566,Sewage overflow,Sewage overflow. Just know event final performance plant cut woman friend.,Drainage,Medium,41,34,False,17.27114565,78.46765965,Closed,2026-03-21 08:52:51
C02567,Pothole on road,Pothole on road. Nor these keep face wait point clear by hotel strategy Republican shake thousand.,Roads,Critical,95,83,False,17.36592601,78.37930619,In Progress,2026-04-17 08:52:51
C02568,Waterlogging,Waterlogging. Budget various a type industry staff stop realize know large site event country.,Drainage,Low,14,30,False,17.4605071,78.60815238,Closed,2025-07-11 08:52:51
C02569,Sewage overflow,Sewage overflow. Guy behind road news identify answer live.,Drainage,High,70,73,False,17.36045996,78.56292672,In Progress,2025-09-11 08:52:51
C02570,Overflowing waste bins,Overflowing waste bins. Politics so foreign lot see somebody news much raise give else.,Sanitation,High,76,74,False,17.24603821,78.40147179,Closed,2025-07-18 08:52:51
C02571,Park maintenance issue,Park maintenance issue. Son behavior hear whatever site according painting.,Parks,Low,23,83,False,17.44106177,78.43697183,In Progress,2026-05-08 08:52:51
C02572,Park maintenance issue,Park maintenance issue. Then degree cold your believe hard brother because wife recently commercial hair nation air.,Parks,Critical,86,80,True,17.25634552,78.63391993,Pending,2025-09-05 08:52:51
C02573,Water leakage,Water leakage. Leave season either care side section may defense ability happen.,Water Supply,Low,20,29,False,17.36163606,78.5881413,Assigned,2026-02-22 08:52:51
C02574,Broken bench,Broken bench. Forget site write skill employee little will beat nation behavior huge personal military.,Parks,Low,24,16,False,17.25158296,78.37198484,In Progress,2026-02-27 08:52:51
C02575,Damaged pavement,Damaged pavement. Bank radio finish where story out miss.,Roads,Low,10,40,False,17.50561064,78.53282798,Pending,2026-04-01 08:52:51
C02576,Waterlogging,Waterlogging. Investment activity year claim pass return sea up during board yard child partner black.,Drainage,High,53,52,False,17.31602561,78.48871254,Assigned,2025-08-19 08:52:51
C02577,Road crack,Road crack. Same level quality pretty environment marriage consumer actually agency character well population American third north.,Roads,Critical,100,91,False,17.34224806,78.4247126,Resolved,2026-01-23 08:52:51
C02578,Street light not working,Street light not working. Site forward call themselves center community church ok event here arrive.,Electrical,High,92,34,False,17.41613024,78.63108029,Pending,2025-08-29 08:52:51
C02579,Public nuisance,Public nuisance. Participant guy sense always or nature night truth during bank answer culture article those.,Public Safety,Low,5,75,False,17.35217425,78.4429287,Resolved,2025-12-07 08:52:51
C02580,Sewage overflow,Sewage overflow. Fact officer job fall wind she day fund rock.,Drainage,High,71,59,False,17.28321134,78.42187789,Closed,2025-07-23 08:52:51
C02581,Illegal parking,Illegal parking. Everything answer adult defense debate than oil.,Traffic,High,77,99,False,17.25613226,78.39174577,Resolved,2025-11-19 08:52:51
C02582,Road crack,Road crack. Medical but we possible not positive artist let stuff make shake.,Roads,High,51,4,True,17.53449989,78.56787008,Resolved,2026-04-03 08:52:51
C02583,Sewage overflow,Sewage overflow. Area approach friend skill set early hold but two knowledge own make.,Drainage,Medium,38,15,True,17.49079041,78.61202594,Pending,2025-10-12 08:52:51
C02584,Traffic congestion,Traffic congestion. Attention and fund phone me mission air think nor season those other.,Traffic,High,54,49,False,17.41272329,78.51299471,Closed,2025-11-17 08:52:51
C02585,Damaged playground,Damaged playground. According cover yes course first sing laugh white although.,Parks,Low,2,0,False,17.30964759,78.49943053,Assigned,2026-03-07 08:52:51
C02586,Street light not working,Street light not working. Reason stand prove report kitchen soon right many girl spring main amount.,Electrical,High,79,28,False,17.49069637,78.40956234,Resolved,2025-08-22 08:52:51
C02587,Sewage overflow,Sewage overflow. Property even mention why skin decade seven yes scientist answer name.,Drainage,High,89,83,False,17.39388725,78.42802537,Pending,2025-11-13 08:52:51
C02588,Traffic signal failure,Traffic signal failure. Week can main raise support since a.,Traffic,Low,7,49,False,17.3844436,78.39054356,Pending,2026-01-13 08:52:51
C02589,Water leakage,Water leakage. Yourself address adult stage provide gun arm executive him board scientist above risk performance.,Water Supply,High,67,21,False,17.39918761,78.5865057,Resolved,2025-06-03 08:52:51
C02590,Power outage,Power outage. Down perhaps professional idea clear entire reveal let task American test imagine cultural.,Electrical,Low,19,22,False,17.50723713,78.5217592,In Progress,2026-02-04 08:52:51
C02591,Road crack,Road crack. Avoid official much floor central affect short.,Roads,High,98,70,False,17.35362152,78.62904384,Closed,2025-09-19 08:52:51
C02592,Unsafe area,Unsafe area. Movie leader yet about night town let father especially be travel report nothing.,Public Safety,High,52,90,False,17.32417447,78.56644885,In Progress,2025-08-25 08:52:51
C02593,Public nuisance,Public nuisance. Accept sound near soldier impact course black citizen do picture marriage.,Public Safety,Low,17,35,False,17.38499378,78.63248477,Resolved,2026-04-19 08:52:51
C02594,Damaged playground,Damaged playground. Scientist degree order program board would current cold spend economic hotel read before eye early.,Parks,Critical,98,99,True,17.37556953,78.43939858,Closed,2025-10-15 08:52:51
C02595,Garbage not collected,Garbage not collected. Contain rise his simply between certainly each democratic point carry particularly interview adult positive stock.,Sanitation,Low,25,50,True,17.45790778,78.37470079,Pending,2026-05-24 08:52:51
C02596,Broken bench,Broken bench. Lawyer research kitchen wonder arrive window wife available east.,Parks,Medium,50,65,True,17.23681176,78.49888931,In Progress,2025-08-24 08:52:51
C02597,Public nuisance,Public nuisance. Order during enjoy just training former attorney statement Congress me serious travel power effect soon exist.,Public Safety,High,75,5,False,17.44046768,78.46479181,Closed,2025-06-28 08:52:51
